title,text,subject,date,label
South Africa's Ramaphosa steps up criticism ahead of ANC leadership vote,"JOHANNESBURG (Reuters) - South African Deputy President Cyril Ramaphosa, a leading contender to become head of the ruling ANC in December, stepped up his criticism of the government on Sunday, saying state-owned companies had been  captured  and funds looted from them. Ramaphosa s remarks during a speech to an African National Congress meeting in the old diamond-mining town of Kimberley  were tougher than others he has made on government graft, signaling the issue will be a main theme of his campaign.  He also took aim   without naming them - at the wealthy Gupta family, friends of President Jacob Zuma who have been accused of using undue influence to win lucrative state contracts. Zuma and the Guptas have denied any wrongdoing.  Many of these state-owned enterprises have been captured by certain people, by a certain family,  Ramaphosa said.   All of our state-owned enterprises have been captured and we are saying we want to see an end to state capture and the money that has been stolen, we want it back,  he said, to roars of approval from the audience.  South Africa s top prosecutor said on Wednesday police were examining a trove of leaked documents detailing relations between the Guptas and Zuma, but it was too early to say if a prosecution should be launched. Ramaphosa said in May that South Africa was in danger of becoming a  mafia state  and he took a swipe in July at the Guptas over media reports that state funds were diverted in 2013 to pay for a lavish Gupta family wedding. But Sunday s remarks about a  certain family  were more pointed and come as the race heats up for the ANC s top spot. The next head of the party, who will be selected in December, will be its presidential candidate in 2019 national elections. Ramaphosa s main challenger, veteran politician and Zuma s ex-wife Nkosazana Dlamini-Zuma, will next week be sworn in as a member of parliament, a move which could see the former minister brought back into the cabinet, raising her profile. Analysts say she has the backing of Zuma s well-established patronage network as well as organizations such as the party s Women s League. Ramaphosa is a trade unionist-turned-business tycoon who has the backing of a diverse group of unions, communists and investors who do not always see eye to eye but want to rid the ANC of Zuma s influence and legacy.  The opposition has long accused Zuma of sleaze and influence-peddling while in office. He survived a no-confidence vote in parliament on Aug. 8 but 30 ANC lawmakers voted with the opposition, indicating deep divisions in the party that has dominated South African politics since the end of apartheid in 1994. ",worldnews,"September 10, 2017 ",1
 Anthony Bourdain Reveals The ‘ONE Good Thing’ About Trump And It’s HILARIOUS,"While Donald Trump is currently freaking out because he hasn t been able to find anyone to perform at his inauguration (which is just a few short weeks away at this point), master chef Anthony Bourdain is making sure he rubs salt in Trump s open wounds.Never one to mince his words, Bourdain first asserted himself as an anti-Trump celebrity when he was asked if he d ever dine with Trump during his presidential campaign. Bourdain s reply was blunt and brutal   he said, Absolutely f*cking not. And Bourdain hasn t changed his tone about Trump, not even after the phony business mogul has been elected. In a recent interview with Eater s Helen Rosner, Bourdain further confirmed that he is as anti-Trump as ever. During the interview, Bourdain clearly stated that he was concerned about what Trump s presidency meant for his daughter   rightfully so, as any parent should be. But while Trump s presidency means horrible things for many people who aren t rich white men, Bourdain was able to find one silver lining.In stating that he would never attend Trump s White House Correspondents  dinner, Bourdain stated that at least Trump would probably put an end to it. He said: I doubt there will be another. Thank god, that s an institution I d like to see die for years. If there s one good thing to come out of the Trump administration, let it be that there will be no more White House Correspondents  dinners. It reinforces all the world s worst notions about the hideous, inside-the-beltway, all-in-it-together culture. It brings honor to no one to have Kim Kardashian or Tara Reid sitting there next to a news anchor. What is this all about? F*ck that. If I m gonna make fun of you today, I m not accepting your food tomorrow. I had dinner with President Obama, but I paid. We were offered Air Force One, and I said,  There s no way. No way. Well, he s probably right. Not only would there be several empty seats, but the only people who would actually attend would be swamp monsters just like Trump. This is surely going to be one sour reminder to Trump that he is extremely unpopular and will never be accepted in the way that President Barack Obama was embraced by most of America. You can read the rest of Bourdain s anti-Trump interview on Eater.Featured image via Astrid Stawiarz / Getty Images",News,"December 22, 2016",0
Factbox: Short list of potential picks for Trump administration,"(Reuters) - New candidates to serve in U.S. President-elect Donald Trump’s Cabinet emerged on Wednesday, including U.S. Senator Ted Cruz as a potential attorney general and North Carolina Governor Nikki Haley as secretary of state, as he works to fill administration positions ahead of his inauguration on Jan. 20. Trump said on Sunday he would hire Republican National Committee Chairman Reince Priebus as White House chief of staff and named Stephen Bannon, former head of the conservative website Breitbart News, as his chief strategist and senior counselor. Below are people mentioned as contenders for senior roles. * Steven Mnuchin, former Goldman Sachs Group Inc executive and Trump’s campaign finance chairman * Jeb Hensarling, U.S. representative from Texas and chairman of the House Financial Services Committee * Jamie Dimon, JPMorgan Chase & Co chief executive officer * Tom Barrack, founder and chairman of Colony Capital Inc * Rudy Giuliani, former mayor of New York City * Nikki Haley, governor of South Carolina  * John Bolton, former U.S. ambassador to the United Nations under President George W. Bush * Bob Corker, U.S. senator from Tennessee and chairman of the Senate Foreign Relations Committee * Newt Gingrich, former U.S. House of Representatives speaker * Zalmay Khalilzad, former U.S. ambassador to Iraq * Jeff Sessions, U.S. senator from Alabama and early Trump supporter, member of the Senate Armed Services Committee * Tom Cotton, U.S. senator from Arkansas       * Retired Lieutenant General Michael Flynn, former director of the Defense Intelligence Agency  * Jon Kyl, former U.S. senator from Arizona * Duncan Hunter, U.S. representative from California and early Trump supporter, member of the House Armed Services Committee * Jim Talent, former U.S. senator from Missouri who was on the Senate Armed Services Committee  * Kelly Ayotte, outgoing U.S. senator from New Hampshire and member of the Senate Armed Services Committee * Rudy Giuliani * Ted Cruz, U.S. senator from Texas * Jeff Sessions, senior member of the Senate Judiciary Committee who takes a hard line on immigration * Kris Kobach, Kansas secretary of state, architect of anti-immigration efforts who says he is advising Trump on immigration issues * Pam Bondi, Florida attorney general  * Trey Gowdy, U.S. representative from South Carolina who headed the House committee that investigated the 2012 attacks on the U.S. mission in Benghazi, Libya * Chris Christie, New Jersey governor * Henry McMaster, lieutenant governor of South Carolina * Newt Gingrich * Tom Price, U.S. representative from Georgia who is an orthopedic surgeon * Rick Scott, Florida governor  * Rich Bagger, former pharmaceutical executive and former top aide to New Jersey Governor Chris Christie * Bobby Jindal, former Louisiana governor * Michael McCaul, U.S. representative from Texas and chairman of the House Homeland Security Committee * David Clarke, Milwaukee county sheriff and vocal Trump supporter  * Joe Arpaio, outgoing Maricopa County, Arizona, sheriff who campaigned for Trump  * Jeff Holmstead, energy lawyer, former EPA official during George W. Bush administration * Mike Catanzaro, energy lobbyist, former EPA official during George W. Bush administration * Robert Grady, venture capitalist, partner in private equity firm Gryphon Investors  * Leslie Rutledge, Arkansas attorney general * Carol Comer, commissioner of the Indiana Department of Environmental Management * Harold Hamm, Oklahoma oil and gas mogul, chief executive of Continental Resources Inc * Kevin Cramer, U.S. Representative from North Dakota * Robert Grady * Larry Nichols, co-founder of Devon Energy Corp * James Connaughton, chief executive of Nautilus Data Technologies and a former environmental adviser to President George W. Bush * Sarah Palin, former Alaska governor, 2008 Republican vice presidential nominee * Jan Brewer, former Arizona governor * Forrest Lucas, founder of oil products company Lucas Oil * Harold Hamm * Robert Grady * Wilbur Ross, billionaire investor, chairman of Invesco Ltd subsidiary WL Ross & Co * Linda McMahon, former world Wrestling Entertainment executive and two-time Senate candidate * Retired Lieutenant General Ronald Burgess, former Defense Intelligence Agency chief  * Robert Cardillo, director of the National Geospatial-Intelligence Agency * Pete Hoekstra, former U.S. representative from Michigan * Retired Lieutenant General Michael Flynn * Pete Hoekstra * Michael Flynn * Stephen Hadley * Kelly Ayotte * Richard Grenell, former spokesman for the United States at the United Nations  * Peter King, U.S. representative from New York * Dan DiMicco, former chief executive of steel producer Nucor Corp * Jeff Miller, retiring U.S. representative from Florida and chairman of the Veterans Affairs committee The Trump transition team confirmed he would choose from the list of 21 names he drew up during his campaign, including U.S. Senator Mike Lee of Utah, and William Pryor, a federal judge with the 11th U.S. Circuit Court of Appeals.  ",politicsNews,"November 17, 2016 ",1
" Paul Ryan Sharpens His Backstabbing Knife, Prepares War With White House (VIDEO)","During Donald Trump s meltdown during his rally in Phoenix Tuesday evening, he threatened to shut down the government unless Congress funds his border wall. The former reality show star launched a rant which was so insane that people are starting to question whether he s fit to hold office. We re pretty sure that House Speaker Paul Ryan is wondering that, too, after Trump s screamy-ragey speech.On Wednesday, House Speaker Paul Ryan (R-WI) said he doesn t  think a government shutdown is necessary,  however, we ve noticed that when the Republican leader says something in stark contrast to Trump s rhetoric, he never says it to his face. Like, for example, when he tweeted his denouncement of the Nazis who marched in Trump s name in Charlottesville, Virginia, with one of them murdering Heather Heyer, 32, and injuring 19 others, he failed to tag @RealDonaldTrump.But anyway, Ryan said during a press conference in Hillsboro, Oregon,  I don t think a government shutdown is necessary, and I don t think most people want to see a government shutdown, ourselves included. Ryan continued to say that  Congress in the House has already done its work on this issue  and left it up to the Senate. Given the time of year it is, and the rest of the appropriations we have to do, we re going to need more time to complete our appropriations process, particularly in the Senate,  he said.Talking Points Memo reports:Trump on Tuesday night suggested he would push to tie funding for his proposed border wall to a government spending bill Congress must pass in the fall to avert a shutdown. I don t think anyone s interested in having a shutdown. I don t think it s in our interest to do so,  Ryan added.  I don t think you have to choose between the two. Watch:.@SpeakerRyan: ""I don't think a government shut down is necessary, and I don't think most people want to see"" one. https://t.co/9ZBdrCglu6 pic.twitter.com/ClqY5NAABp  This Week (@ThisWeekABC) August 23, 2017Perhaps Ryan should have  a sit down with Trump and explain to him what happens during a government shutdown. On the other hand, Trump doesn t seem to care about very much. Ryan is trying to distance himself from the very president he supports. He s playing it safe, knowing full well that Trump won t last much longer in office. Ryan wants to come out of the madness with his hands clean so he can say,  Hey, I called Trump out  without actually calling him out. That said, he s going to have a battle on his hands to keep the government open and it looks like he s ready for that. We re certain several of his Republican colleagues would back him up on that.Image via screen capture. ",News,"August 23, 2017",0
"Charlottesville schools, parents address children's fears after violence","CHARLOTTESVILLE, Va. (Reuters) - When white supremacists began rallying in downtown Charlottesville this weekend, Liz Licht kept the TV off, trying  to shield her three kids from the hate spewed on the streets of this normally quiet college town. But after learning that a 32-year-old woman who joined a counter-protest was killed by a man described as having neo-Nazi sympathies, Licht could no longer keep news of the violence from her nine-year-old son and seven-year-old twins. “Our son went to bed scared that night,” Licht said. “He said he never really knew evil existed until that day.” Licht joined other parents to call on the local school district to help Charlottesville children exposed to the hate and violence, especially as they leave the safe haven of home to start the school year.  “We want to work with them to develop buddy systems to pair them up with someone who is an immigrant or refugee,” Licht, 41, said on Tuesday as she stood near a pile of flowers marking the street where Heather Heyer was killed. “Make it hands-on, not just talking about it.” Charlottesville Public Schools officials said they are preparing specific plans on how to address the issue when students return to classes next week. School leaders are tweaking their plans for the new year and preparing teachers to handle students’ questions about the violence and hate speech, schools Superintendent Rosa Atkins said in an e-mail. “If we miss these steps, we will miss an opportunity for healing and growth,” Atkins said. Saturday’s rally was the latest in a series of demonstrations by white supremacists in Charlottesville in recent months. It deteriorated into street fighting that culminated in Heyer’s killing, allegedly by 20-year-old James Alex Field, who injured 19 other people by crashing his car into a counter-protest.  Psychologists often warn that young children can be traumatized by images of violence and urge parents to limit their exposure to news accounts of events like Saturday’s rally. But given the white nationalist ideology that drove the “Unite the Right” event, experts said parents and schools should talk directly with their children about their beliefs. “This is a really important teaching moment,” said Gail Saltz, a clinical associate professor of psychiatry at the Cornell School of Medicine. Schools in particular could use the incident as a way to teach students to cope with bullying, by stepping up to object to bullies, rather than being passive bystanders. “Any way that one can be helpful always relieves anxiety,” said Saltz. “You might say to a child that in your microcosm of school, it’s really important to make everyone feel respected.” Corey Eicher, 42, stopped with his daughters, aged seven and four, to leave flowers at the memorial for Heyer. He said he had tried to soothe his children’s fears by talking about the police and race. “We showed them that a lot of the police working that day were black, of every color,” Eicher said. “My older daughter is seven, so she kind of understands what is happening.” Lila’s reaction to Saturday’s events was brief: “Scary.” ",politicsNews,"August 15, 2017 ",1
Indonesian parliament speaker quits amid graft investigation,"JAKARTA (Reuters) - The speaker of Indonesia s parliament, who is being investigated for his suspected involvement in a $170 million graft scandal, has tendered his resignation, two members of the assembly said on Monday. Setya Novanto was arrested last month over his suspected role in the scandal linked to a national electronic identity card scheme. Anti-corruption investigators then took him into custody from where he sent a letter to assembly leaders pleading to be allowed to keep his job while he fought the charges.  Mr Novanto has resigned,  member of parliament Yandri Susanto told Reuters, referring to a letter in which Novanto announced his decision.  He didn t say why.  A replacement for him as speaker was expected to be decided by his party, Golkar, at an extraordinary meeting on Dec. 19, said Dito Ganinduto, a member of parliament from Novanto s Golkar party. Novanto had not resigned as chairman of Golkar, Ganinduto said. A lawyer for Novanto, Maqdir Ismail, deferred questions on the matter to acting Golkar chairman Idrus Marham. Marham could not be reached for comment. Novanto had clung to power through several previous corruption cases. His latest battle with the graft agency has gripped Indonesia, where newspapers have splashed the story on front pages and social media posts mocking him have been widely shared.  Before his detention last month he had for months declined to answer summonses for questioning by the Corruption Eradication Commission, known by its Indonesian initials KPK. The allegations against Novanto have reinforced the perception among Indonesians that their parliament, long regarded as riddled with entrenched corruption, is a failing institution. Indonesia was ranked last year at 90 out of 176 countries on Transparency International s corruption perception index. The watchdog has singled out parliament as Indonesia s most corrupt institution, and in July called on President Joko Widodo to protect the KPK against attempts by the legislature to weaken the commission s powers. Critics inside and outside the parliament say the root problem is money politics. ",worldnews,"December 11, 2017 ",1
Trump Interior nominee would consider more drilling on federal land,"WASHINGTON (Reuters) - Representative Ryan Zinke of Montana, President-elect Donald Trump’s nominee for secretary of Interior, on Tuesday said he would consider an expansion of energy drilling and mining on federal lands but would ensure sensitive areas remain protected. The former Navy SEAL sought to outline a measured approach to the job of managing America’s national parks, forests and tribal lands during a four-hour Senate confirmation hearing that was mostly cordial, lacking some of the hot-tempered grilling that has marked other sessions to vet Trump’s cabinet nominees. “Yes,” he said in response to a question from Republican Senator Lisa Murkowski of Alaska about whether he would review drilling curbs imposed by President Barack Obama’s administration in her state, home to vast petroleum deposits both onshore and beneath Arctic waters. “I can guarantee you it is better to produce energy domestically under reasonable regulation than overseas with no regulation ... We need an economy.” But he added he was committed to protecting sensitive wildlife habitats and to keeping federal lands under federal control to ensure they are preserved for future generations, so “my granddaughter’s children can look back and say that we did it right.” The Interior Department oversees territories covering a fifth of the United States’ surface from the Arctic to the Gulf of Mexico, including rich deposits of oil, gas and coal and important pasturelands for ranchers. Zinke, an avid hunter and angler, emerged as a surprise pick to head the department in part because he has embraced federal stewardship of public land, diverging from the Republican Party’s official position to sell off acreage to states. But as a congressman he has also fought for increased energy development, a position that has worried conservationists and which fits neatly with Trump’s campaign vows to bolster the U.S. energy sector by scaling back regulation. Over the last eight years, the Interior Department has sought to limit industry access to federal lands and played a key role in Obama’s agenda to combat climate change by curbing greenhouse gas emitting industries. Under Obama, the department banned new coal mining leases on federal property early in 2016. More recently the agency placed parts of the offshore Arctic and Atlantic off-limits to drilling and declared national monuments that protect large parts of Utah and Nevada from development. Zinke said he believed Trump could “amend” Obama’s moves to declare millions of acres of federal property as national monuments. But he said that any move Trump made to rescind a designation would immediately be challenged. He did not comment directly on whether he would seek to reverse Obama’s federal coal-lease ban but said he believed coal plays an important part in the U.S. energy mix and has previously pushed to end the moratorium. Zinke was the first of three Cabinet heads Trump has chosen to oversee his environment and energy portfolio to face Senate scrutiny this week. All three have opposed Obama’s measures to combat global climate change by targeting carbon dioxide emissions. Trump’s pick to lead the Environmental Protection Agency, Oklahoma Attorney General Scott Pruitt, was to testify on Wednesday, and Trump’s choice for Energy secretary, former Texas Governor Rick Perry, was to testify on Thursday. Zinke told committee members that he believes humans contribute to global climate change – a statement that appeared to clash with Trump’s views. Before running for the White House, Trump called climate change a hoax perpetrated by the Chinese to weaken U.S. businesses, a position he has since defended. “I do not think it is a hoax,” Zinke said. But he added that he believed there is still debate over the degree to which humans have an impact, and what should be done about it, adding that regulations could sometimes hurt jobs without helping the environment.  He said, for example, he would support efforts by the U.S. Congress to cancel recent regulation imposed by the Interior Department’s Bureau of Land Management aimed at preventing leaks of methane - another gas scientists blame for climate change - from oil and gas installations. In his opening remarks, Zinke struck a moderate tone, saying that he recognizes that some federal lands require strong protection. He also called himself an “unapologetic admirer of Teddy Roosevelt,” a former Republican president who pioneered public land conservation. Zinke also said he would tackle a multi-billion dollar backlog in maintenance at national parks and promised to ensure greater sovereignty for tribes.",politicsNews,"January 17, 2017 ",1
Young blacks more open to Bernie Sanders' White House bid,"ORANGEBURG, S.C. (Reuters) - If Democratic hopeful Bernie Sanders has a chance of drawing African-American voters away from rival Hillary Clinton in South Carolina’s presidential nominating contest on Feb. 27, his best opportunity will be among the young. African Americans support former Secretary of State Clinton by more than a 3-to-1 margin nationwide, but among young blacks 18 to 29 years old, that margin shrinks to 46 percent for Clinton versus 33 percent for Sanders, according to recent Reuters/Ipsos polling. African Americans overwhelmingly back Democrats, but opinion polls in the run-up to the Nov. 8 presidential election show younger blacks more apt to reject an establishment candidate. They seem less inclined than their parents to reward Clinton for the outreach of her husband, former President Bill Clinton, and more drawn to Sanders’ outspoken views on reducing income inequality, cracking down on Wall Street, and cutting the cost of college. Reuters/Ipsos polling last year showed that 36 percent of blacks between 18 and 29 years old thought the country was on the “wrong track,” compared with 23 percent of blacks who were at least 60 years old. For Sanders, a U.S. senator from Vermont who describes himself as a democratic socialist, this trend could help him chip away at Clinton’s firewall of minority voters in the southern states, after his strong showings against her - especially among the young - in the early Democratic Party contests of Iowa and New Hampshire, both more than 90 percent white. The voting-age population in South Carolina, one of the next stops on the primary trail, is about 67 percent white and 27 percent black, the U.S. Census Bureau says. In Orangeburg, South Carolina, students at the historically black schools of South Carolina State University and Claflin University appeared split this week over which of the two candidates to support. Students praised Clinton’s work on behalf of women and minorities and her years of Washington experience. But many said they also were intrigued by Sanders’ plans to raise taxes on wealthier people and Wall Street firms, provide universal healthcare and offer free public college tuition. “The history is important. But at the same time ... you still need a plan,” said Travis Pascoe, 25, a second-year graduate student at Claflin. He said Sanders’ plans for reducing inequality by taxing the wealthy and expanding Medicare to cover all Americans should resonate with the black community. “I think that would help the black community because we’re the least privileged,” he said.  Eight of 16 students interviewed were undecided voters. Of the eight students whose minds were made up, four students said they planned to vote for Clinton.  Ethel Hillman, 25, a freshman who served in the military before going to college for social work, said she and many of her fellow students were voting for Clinton. She described Sanders as too aloof. “He’s not socially connected, I would say, to the black community,” she said. “He cares from a distance.” South Carolina State’s student center, which houses a bowling center and dining area, has quotes on walls from prominent black leaders, including President Barack Obama and first lady Michelle Obama, singer Michael Jackson and educator Booker T. Washington.  On one wall is a memorial to students killed in the 1968 “Orangeburg massacre,” when protesters were shot by state highway patrol officers on campus amid tensions over racial discrimination. For Sanders, minority voters have been a lingering weakness. He struggled early in his campaign to appeal to black voters. Protesters from the Black Lives Matter movement interrupted his speeches, viewing him as out of touch with black issues. To counter that perception, Sanders touted his college civil rights activism, did publicity events with rapper Killer Mike, and on Wednesday met black civil rights leader Al Sharpton in Harlem. Like Clinton, Sanders has sent surrogates to historically black colleges. The writer and activist Cornel West spoke at South Carolina State on Sanders’ behalf, and actress Angela Bassett spoke there in support of Clinton.      Where Sanders is fighting for inroads into the black electorate, Clinton finds a comfort zone. Her campaign has said it believes its road to the nomination would become smoother once it moves south, to places where she and her husband, the former president, have ties to minority leaders. Clinton picked up the endorsement of the Congressional Black Caucus political action committee on Thursday. As the stakes mount in South Carolina, Representative Jim Clyburn, one of the state’s most influential Democrats, said he was considering endorsing a candidate. He did not endorse in Hillary Clinton’s 2008 primary race against Obama, and previously said he would not weigh in this year. His wavering was echoed in the views of several students on the campus of South Carolina State. “I’m kind of caught between Bernie Sanders and Hillary,” said Kelsie Bryant, 19, a sophomore education major at South Carolina State. She said it was important to have a woman president, and she was worried Sanders was too old. But she said his meeting with Sharpton sent a positive signal about his outreach to blacks. Cetris Brooks, 21, a senior biology major at South Carolina State, said that ultimately she was “a little bit more trusting” of Clinton because of what the former first lady meant to her family. She said her parents had long supported Clinton, and her uncle knew the former president. (This version of the story corrects paragraph 11 number of students backing Clinton to four instead of three, adds “political action committee” to paragraph 21)  (Additional reporting by Chris Kahn; Editing by Richard Valdmanis and Howard Goller) SAP is the sponsor of this content. It was independently created by Reuters’ editorial staff and funded in part by SAP, which otherwise has no role in this coverage.",politicsNews,"February 12, 2016 ",1
 Sarah Palin: My Husband Nearly Dying Made Me Realize How Important It Was To Elect Trump (VIDEO),"Just as Sarah Palin was set to deliver another pro-Trump stump speech, the one-time Republican vice presidential candidate learned that her husband, Todd, had been involved in a serious snowmobile accident in Alaska and was in bad condition in the Intensive Care Unit. She cancelled one event, but didn t go home. Instead, she returned to the campaign trail that same day and delivered one of the most pathetic endorsements of Trump yet. She even found a way to exploit her husband. it was painful to watch.It almost makes you feel bad for Todd Palin. Lying in his hospital bed, watching his wife use his moment of need to promote the guy she thinks will keep her relevant.Never one to let a family crisis go to waste (remember when she managed to turn her son s brutal beating of his girlfriend into a critique of Obama?), Palin told the gathered Trump crowd that the experience of learning her husband almost died made her immediately realize how important her time was   and that she needed to spend it getting Trump elected.The audience went wild.Incoming word salad (recorded verbatim): Yeah, good to be here. Thawed out and little Alaskas. Literally  thawed out. Just before I got on a flight to get out here, he s out ice fishing on our frozen lake and my husband s out snow machinin  and thank you guys for your prayers for my husband who is recovering right now in ICUS after a little wreck on a snow machine. So thank you. Big wreck. Thank you. But, you know, when real life happens, right? When someone is sick in your family, there s an accident that happens, all these challenges, these struggles in your business, in your family, with your finances, tryin  to get your kids to be able to afford to go to college, all these real life issues that happen, it really puts things into perspective, doesn t it? And doesn t it make you so appreciate your time   time is our most valuable resource. It makes me appreciate the time that we have to spend in doing something so worthy. And that s to get Donald J. Trump elected president.When Palin learns her husband is badly injured, she takes the experience to appreciate how important it is for her to shill for Donald Trump. That really does put things into perspective, doesn t it? Palin: Todd s Accident Made Me Appreciate the  by tommyxtopherFeatured image via Fox10 screengrab",News,"March 14, 2016",0
Europe rights watchdog says Turkey's emergency laws go too far,"BRUSSELS (Reuters) - A leading European rights watchdog called on Turkey on Friday to ease post-coup state of emergency laws that have seen thousands arrested and restore power to regional authorities. President Tayyip Erdogan has overseen a mass purge in the armed forces and the judiciary, as well as a crackdown on critics including academics and journalists since a failed military coup in July last year.  An advisory body to the Council of Europe, of which Turkey is a member, acknowledged in a report  the need for certain extraordinary steps taken by Turkish authorities to face a dangerous armed conspiracy .  However...Turkish authorities have interpreted these extraordinary powers too extensively,  said the experts, known as the Venice Commission, in an opinion that has no legal force. It urged Ankara to lift laws allowing it to pick mayors, deputy mayors and members of local councils outside of local elections, a reference to rules the Turkish government has used to replace local pro-Kurdish politicians across the largely Kurdish southeast of the country. The experts at the Council of Europe, Europe s leading human rights organization with 47 member states, recommended Turkey set a time limit on the emergency rules and ensure proper judicial oversight of any counter-terrorism measures. Erdogan has accused U.S.-based, Islamic cleric Fethullah Gulen of orchestrating the coup, in which 250 people were killed. Gulen has denied involvement.  Since then, more than 50,000 people have been jailed pending trial over links to Gulen, while 150,000 people have been sacked or suspended from jobs in the public and private sectors. Rights groups and Turkey s Western allies - including the European Union - have been taken aback by the scale of the purge, sounding alarm that Erdogan was using the coup as a pretext to quash dissent. The government in Turkey, a NATO member, says it must neutralize the threat represented by Gulen s network deeply rooted in the army, schools and courts. ",worldnews,"October 6, 2017 ",1
Hawaii issues first challenge to Trump's new travel ban,"(Reuters) - The state of Hawaii requested emergency court intervention on Wednesday to halt a revised executive order from President Donald Trump placing U.S. entry restrictions on refugees and travelers from six Muslim-majority countries. Arguing that the new travel ban violates the U.S. Constitution, the state asked a Hawaii federal court to grant a temporary restraining order that should apply nationally. U.S. District Court Judge Derrick Watson ruled earlier in the day that the state could sue over Trump’s new order, which was signed by the president on Monday.  It is the first legal challenge to the revised order. Watson said the state could revise its initial lawsuit, which had challenged Trump’s original ban signed in January. A hearing is set for March 15, a day before the new ban is to go into effect.  The government has said the president has wide authority to implement immigration policy and that the travel rules are necessary to protect against terrorist attacks.  Some legal experts have said court challenges will be more difficult now because changes to the order give exemptions to more people.  The revised travel order changed and replaced the original, more sweeping ban issued on Jan. 27 that caused chaos and protests at airports and was challenged in more than two dozen lawsuits around the country. A federal judge in Seattle put the first order on hold, in a decision upheld by an appeals court in San Francisco. The new order is much more narrowly tailored. It keeps a 90-day ban on travel to the United States by citizens of Iran, Libya, Syria, Somalia, Sudan and Yemen, but excludes Iraq and applies the restriction only to new visa applicants. It also removed an indefinite ban on all refugees from Syria.  The order no longer covers legal residents or existing visa holders, and makes waivers possible for some business, diplomatic and other travelers.  Immigration advocates have said the new ban, like the original one, discriminates against Muslims. But the first hurdle in a lawsuit is proving “standing” to sue, which means finding someone who has been harmed by the policy. With so many exemptions, legal experts have said it might be hard to find individuals that a court would rule have a right to sue. Hawaii claims its state universities would be harmed by the order because they would have trouble recruiting students and faculty. It also says the island state’s economy would be hit by a decline in tourism. The court papers cite reports that travel to the United States “took a nosedive” after Trump’s actions. The state was joined by a new plaintiff named Ismail Elshikh, an American citizen from Egypt who is an Imam at the Muslim Association of Hawaii whose mother-in-law lives in Syria, according to the lawsuit.   “This second Executive Order is infected with the same legal problems as the first Order,” the state said in court papers filed on Tuesday. The President’s order “is subjecting a portion of Hawaii’s population, including Dr. Elshikh, his family, and members of his Mosque, to discrimination and second-class treatment,” Hawaii said. The lawsuit says that Elshikh fears his mother-in-law will not be able to enter the country under the new order. “The family is devastated,” the filing said.  One of the groups eligible for waivers under the new ban are those seeking to visit or live with a close relative and who would face hardship if denied entry.  Adam Lauridsen, a San Francisco attorney representing students challenging Trump’s first order, said the waiver provisions in the new ban are similar to case-by-case exemptions allowed in the first ban. Earlier legal challenges were allowed to move forward despite those waivers, he said. In support of its actions, the Trump administration has cited a section of law that says the president can suspend  entry to the United States by “any class” of foreigners if he finds it would be “detrimental to the interests” of the country. ",politicsNews,"March 8, 2017 ",1
 ‘Drain The Swamp’ Trump Is Now Doing White House Ads For Corporate America (VIDEO),"A White House press release which congratulated Exxon Mobil Corp. for its recent investment in U.S. manufacturing appears to be copied from a paragraph from the oil company s own release, CNN s Jake Tapper reported Monday. It s straight up plagiarism, word for word. That draining the swamp of  special interests,  Washington insiders, and lobbyists isn t working out too well, is it?White House press release plagiarizes paragraph from Exxon press release. pic.twitter.com/hHEKVWUsDn  Jake Tapper (@jaketapper) March 6, 2017Both releases read,  ExxonMobil is strategically investing in new refining and chemical-manufacturing projects in the U.S. Gulf Coast region to expand its manufacturing and export capacity. The company s Growing the Gulf expansion program, consists of 11 major chemical, refining, lubricant and liquefied natural gas projects at proposed new and existing facilities along the Texas and Louisiana coasts. Investments began in 2013 and are expected to continue through at least 2022. But it gets worse. Trump pretty much just gave a shout out to Exxon Mobil Corp. in an ad released on Twitter to his 26.1 million followers.There is an incredible spirit of optimism sweeping the country right now we're bringing back the JOBS! pic.twitter.com/BNSLvKiEVj  Donald J. Trump (@realDonaldTrump) March 6, 2017After campaigning on  Drain the Swamp  as his tagline, Trump filled his cabinet up with terrifying swamp creatures such as secretary of state Rex Tillerson who previously served as the CEO of Exxon Mobil from 2006 to 2016. Tillerson had to leave his position with the company in order to go through the Senate confirmation process for the post.During his confirmation hearing, Tillerson said,  I have never lobbied against [Russian] sanctions personally,  Tillerson said.  To my knowledge, Exxon never directly lobbied against sanctions.  That s not true, though.Trump campaigned on working for the middle class, those who possibly felt forgotten and shifted toward the back burner. Instead, he wants to lower tax rates on the wealthiest, eradicate Obamacare, rape the environment, ban Muslims from entering our borders (you can put pretty words on an executive order but it is what it is), and he s making a huge profit from his alleged presidency. Trump is in this for Trump and no one else. He d kick a puppy in the face if he and/or his billionaire buddies could profit from it.Image via screen capture. ",News,"March 6, 2017",0
